x0000,y0000
1777576142.2891524,-0.2846679688
1777576142.2991524,0.2697753906
1777576142.3091524,0.2697753906
1777576142.3191524,0.2697753906
1777576142.3291523,0.2697753906
1777576142.3391523,0.2697753906
1777576142.3491523,0.2697753906
1777576142.3591523,0.2697753906
1777576142.3691523,0.2697753906
1777576142.3791523,0.2697753906
1777576142.3891523,0.2697753906
1777576142.3991523,0.2697753906
1777576142.4091523,0.2697753906
1777576142.4191525,0.2697753906
1777576142.4291525,0.2697753906
1777576142.4391525,0.2697753906
1777576142.4491525,0.2697753906
1777576142.4591525,0.2697753906
1777576142.4691525,0.2697753906
1777576142.4791524,0.2697753906
1777576142.4891524,0.2697753906
1777576142.4991524,-0.0227050781
1777576142.5091524,-0.0227050781
1777576142.5191524,-0.0227050781
1777576142.5291524,-0.0227050781
1777576142.5391524,-0.0227050781
1777576142.5491524,-0.0227050781
1777576142.5591524,-0.0227050781
1777576142.5691524,-0.0227050781
1777576142.5791523,-0.0227050781
1777576142.5891523,-0.0227050781
1777576142.5991523,-0.0227050781
1777576142.6091523,-0.0227050781
1777576142.6191525,-0.0227050781
1777576142.6291525,-0.0227050781
1777576142.6391525,-0.0227050781
1777576142.6491525,-0.0227050781
1777576142.6591525,-0.0227050781
1777576142.6691525,-0.0227050781
1777576142.6791525,-0.0227050781
1777576142.6891525,-0.0227050781
1777576142.6991525,-0.1301269531
1777576142.7091525,-0.1301269531
1777576142.7191525,-0.1301269531
1777576142.7291524,-0.1301269531
1777576142.7391524,-0.1301269531
1777576142.7491524,-0.1301269531
1777576142.7591524,-0.1301269531
1777576142.7691524,-0.1301269531
